id,created_at,title,download_link,image_url,genre,description,rating,year,season,episode,metatags,telegram_link,download_count
42,2026-07-16 15:21:01.297081+00,Sons of Anarchy,https://jgechrsxkejzizcrrvjc.supabase.co/storage/v1/object/public/Subtitles%20Zip/Sons%20Of%20anarchy/Season%203/Sons_Of_Anarchy_S03E01_580550.zip,https://image.tmdb.org/t/p/original/tOdDvDXyRbKU0GIIlKxcjaN0SDN.jpg,"Action, Crime ,Drama, Tragedy","📥 Subtitles සහ Movies/TV Series පහසුවෙන්ම Download කරගන්නේ කෙසේද?

1. වෙබ් අඩවියෙන් Subtitles ලබාගැනීමට:

පියවර 01: මුලින්ම Dirrect Download Button එක ක්ලික් කරන්න.

පියවර 02: ඉන්පසු තත්පර 5ක් රැඳී සිට, නැවත Back වන්න (Navigate back).

පියවර 03: දැන් Start Download ක්ලික් කරන්න. එවිට Subtitle ෆයිල් එක Zip File එකක් ලෙස ඩවුන්ලෝඩ් වේවි.

භාවිතා කරන ආකාරය: එම Zip ෆයිල් එක Extract (Unzip) කර, ඔබගේ Video Player එකට Add කරගෙන උපසිරැසි සමඟින් රසවිඳින්න.

2. Telegram හරහා Direct ලබාගැනීමට:
මෙහි ඇති Telegram Download Button එක ක්ලික් කරන්න.

එවිට අපගේ Telegram Bot මඟින් අදාළ Subtitle ෆයිල් එක සහ ඒ හා සබැඳි Movie හෝ TV Series Episode එක සෘජුවම ඔබට ලබා දෙනු ඇත.

එතැනින් ඉතා පහසුවෙන් ඩවුන්ලෝඩ් කර නැරඹීමේ හැකියාව පවතී.

📌 අලුත්ම Updates ලබාගැනීමට:

චිත්‍රපට සහ ටෙලි කථා මාලාවල අලුත්ම Updates සහ Subtitles ක්ෂණිකව ලබාගැනීමට දැන්ම අපගේ Telegram Channel එකට සහ FB Page එකට Join වෙන්න! 🎬",8.5,2008,3,1,"<meta name=""keywords"" content=""Sons of Anarchy Season 3 Episode 1, Sons of Anarchy Sinhala Subtitles, Sons of Anarchy 3x1 sub, Watch Sons of Anarchy online, SAMCRO, Jax Teller, TV Series Sinhala Sub, Sons of anarchy download, pixelpoplk""> <meta name=""description"" content=""Sons of Anarchy Season 3 Episode 1 Sinhala Subtitles. Download Sons of Anarchy S03E01 Sinhala Sub online from pixelpoplk."">",https://t.me/Pixelpopnew_bot?start=Nj1jum1zo8Y,11
43,2026-07-16 15:21:01.297081+00,Sons of Anarchy,https://jgechrsxkejzizcrrvjc.supabase.co/storage/v1/object/public/Subtitles%20Zip/Sons%20Of%20anarchy/Season%203/Sons_Of_Anarchy_S03E02_115537.zip,https://image.tmdb.org/t/p/original/tOdDvDXyRbKU0GIIlKxcjaN0SDN.jpg,"Action, Crime ,Drama, Tragedy","📥 Subtitles සහ Movies/TV Series පහසුවෙන්ම Download කරගන්නේ කෙසේද?

1. වෙබ් අඩවියෙන් Subtitles ලබාගැනීමට:

පියවර 01: මුලින්ම Dirrect Download Button එක ක්ලික් කරන්න.

පියවර 02: ඉන්පසු තත්පර 5ක් රැඳී සිට, නැවත Back වන්න (Navigate back).

පියවර 03: දැන් Start Download ක්ලික් කරන්න. එවිට Subtitle ෆයිල් එක Zip File එකක් ලෙස ඩවුන්ලෝඩ් වේවි.

භාවිතා කරන ආකාරය: එම Zip ෆයිල් එක Extract (Unzip) කර, ඔබගේ Video Player එකට Add කරගෙන උපසිරැසි සමඟින් රසවිඳින්න.

2. Telegram හරහා Direct ලබාගැනීමට:
මෙහි ඇති Telegram Download Button එක ක්ලික් කරන්න.

එවිට අපගේ Telegram Bot මඟින් අදාළ Subtitle ෆයිල් එක සහ ඒ හා සබැඳි Movie හෝ TV Series Episode එක සෘජුවම ඔබට ලබා දෙනු ඇත.

එතැනින් ඉතා පහසුවෙන් ඩවුන්ලෝඩ් කර නැරඹීමේ හැකියාව පවතී.

📌 අලුත්ම Updates ලබාගැනීමට:

චිත්‍රපට සහ ටෙලි කථා මාලාවල අලුත්ම Updates සහ Subtitles ක්ෂණිකව ලබාගැනීමට දැන්ම අපගේ Telegram Channel එකට සහ FB Page එකට Join වෙන්න! 🎬",8.5,2008,3,2,"<meta name=""keywords"" content=""Sons of Anarchy Season 3 Episode 2, Sons of Anarchy Sinhala Subtitles, Sons of Anarchy 3x2 sub, Watch Sons of Anarchy online, SAMCRO, Jax Teller, TV Series Sinhala Sub, Sons of anarchy download, pixelpoplk""> <meta name=""description"" content=""Sons of Anarchy Season 3 Episode 2 Sinhala Subtitles. Download Sons of Anarchy S03E02 Sinhala Sub online from pixelpoplk."">",https://t.me/Pixelpopnew_bot?start=ctyEt5nRX4w,10
44,2026-07-16 15:21:01.297081+00,Sons of Anarchy,https://jgechrsxkejzizcrrvjc.supabase.co/storage/v1/object/public/Subtitles%20Zip/Sons%20Of%20anarchy/Season%203/Sons_Of_Anarchy_S03E03_148829.zip,https://image.tmdb.org/t/p/original/tOdDvDXyRbKU0GIIlKxcjaN0SDN.jpg,"Action, Crime ,Drama, Tragedy","📥 Subtitles සහ Movies/TV Series පහසුවෙන්ම Download කරගන්නේ කෙසේද?

1. වෙබ් අඩවියෙන් Subtitles ලබාගැනීමට:

පියවර 01: මුලින්ම Dirrect Download Button එක ක්ලික් කරන්න.

පියවර 02: ඉන්පසු තත්පර 5ක් රැඳී සිට, නැවත Back වන්න (Navigate back).

පියවර 03: දැන් Start Download ක්ලික් කරන්න. එවිට Subtitle ෆයිල් එක Zip File එකක් ලෙස ඩවුන්ලෝඩ් වේවි.

භාවිතා කරන ආකාරය: එම Zip ෆයිල් එක Extract (Unzip) කර, ඔබගේ Video Player එකට Add කරගෙන උපසිරැසි සමඟින් රසවිඳින්න.

2. Telegram හරහා Direct ලබාගැනීමට:
මෙහි ඇති Telegram Download Button එක ක්ලික් කරන්න.

එවිට අපගේ Telegram Bot මඟින් අදාළ Subtitle ෆයිල් එක සහ ඒ හා සබැඳි Movie හෝ TV Series Episode එක සෘජුවම ඔබට ලබා දෙනු ඇත.

එතැනින් ඉතා පහසුවෙන් ඩවුන්ලෝඩ් කර නැරඹීමේ හැකියාව පවතී.

📌 අලුත්ම Updates ලබාගැනීමට:

චිත්‍රපට සහ ටෙලි කථා මාලාවල අලුත්ම Updates සහ Subtitles ක්ෂණිකව ලබාගැනීමට දැන්ම අපගේ Telegram Channel එකට සහ FB Page එකට Join වෙන්න! 🎬",8.5,2008,3,3,"<meta name=""keywords"" content=""Sons of Anarchy Season 3 Episode 3, Sons of Anarchy Sinhala Subtitles, Sons of Anarchy 3x3 sub, Watch Sons of Anarchy online, SAMCRO, Jax Teller, TV Series Sinhala Sub, Sons of anarchy download, pixelpoplk""> <meta name=""description"" content=""Sons of Anarchy Season 3 Episode 3 Sinhala Subtitles. Download Sons of Anarchy S03E03 Sinhala Sub online from pixelpoplk."">",https://t.me/Pixelpopnew_bot?start=ffye6Opt8Fc,12
45,2026-07-16 15:21:01.297081+00,Sons of Anarchy,https://jgechrsxkejzizcrrvjc.supabase.co/storage/v1/object/public/Subtitles%20Zip/Sons%20Of%20anarchy/Season%203/Sons_Of_Anarchy_S03E04_789789.zip,https://image.tmdb.org/t/p/original/tOdDvDXyRbKU0GIIlKxcjaN0SDN.jpg,"Action, Crime ,Drama, Tragedy","📥 Subtitles සහ Movies/TV Series පහසුවෙන්ම Download කරගන්නේ කෙසේද?

1. වෙබ් අඩවියෙන් Subtitles ලබාගැනීමට:

පියවර 01: මුලින්ම Dirrect Download Button එක ක්ලික් කරන්න.

පියවර 02: ඉන්පසු තත්පර 5ක් රැඳී සිට, නැවත Back වන්න (Navigate back).

පියවර 03: දැන් Start Download ක්ලික් කරන්න. එවිට Subtitle ෆයිල් එක Zip File එකක් ලෙස ඩවුන්ලෝඩ් වේවි.

භාවිතා කරන ආකාරය: එම Zip ෆයිල් එක Extract (Unzip) කර, ඔබගේ Video Player එකට Add කරගෙන උපසිරැසි සමඟින් රසවිඳින්න.

2. Telegram හරහා Direct ලබාගැනීමට:
මෙහි ඇති Telegram Download Button එක ක්ලික් කරන්න.

එවිට අපගේ Telegram Bot මඟින් අදාළ Subtitle ෆයිල් එක සහ ඒ හා සබැඳි Movie හෝ TV Series Episode එක සෘජුවම ඔබට ලබා දෙනු ඇත.

එතැනින් ඉතා පහසුවෙන් ඩවුන්ලෝඩ් කර නැරඹීමේ හැකියාව පවතී.

📌 අලුත්ම Updates ලබාගැනීමට:

චිත්‍රපට සහ ටෙලි කථා මාලාවල අලුත්ම Updates සහ Subtitles ක්ෂණිකව ලබාගැනීමට දැන්ම අපගේ Telegram Channel එකට සහ FB Page එකට Join වෙන්න! 🎬",8.5,2008,3,4,"<meta name=""keywords"" content=""Sons of Anarchy Season 3 Episode 4, Sons of Anarchy Sinhala Subtitles, Sons of Anarchy 3x4 sub, Watch Sons of Anarchy online, SAMCRO, Jax Teller, TV Series Sinhala Sub, Sons of anarchy download, pixelpoplk""> <meta name=""description"" content=""Sons of Anarchy Season 3 Episode 4 Sinhala Subtitles. Download Sons of Anarchy S03E04 Sinhala Sub online from pixelpoplk."">",https://t.me/Pixelpopnew_bot?start=t-q8BmS57c4,12
46,2026-07-16 15:21:01.297081+00,Sons of Anarchy,https://jgechrsxkejzizcrrvjc.supabase.co/storage/v1/object/public/Subtitles%20Zip/Sons%20Of%20anarchy/Season%203/Sons_Of_Anarchy_S03E05_586816.zip,https://image.tmdb.org/t/p/original/tOdDvDXyRbKU0GIIlKxcjaN0SDN.jpg,"Action, Crime ,Drama, Tragedy","📥 Subtitles සහ Movies/TV Series පහසුවෙන්ම Download කරගන්නේ කෙසේද?

1. වෙබ් අඩවියෙන් Subtitles ලබාගැනීමට:

පියවර 01: මුලින්ම Dirrect Download Button එක ක්ලික් කරන්න.

පියවර 02: ඉන්පසු තත්පර 5ක් රැඳී සිට, නැවත Back වන්න (Navigate back).

පියවර 03: දැන් Start Download ක්ලික් කරන්න. එවිට Subtitle ෆයිල් එක Zip File එකක් ලෙස ඩවුන්ලෝඩ් වේවි.

භාවිතා කරන ආකාරය: එම Zip ෆයිල් එක Extract (Unzip) කර, ඔබගේ Video Player එකට Add කරගෙන උපසිරැසි සමඟින් රසවිඳින්න.

2. Telegram හරහා Direct ලබාගැනීමට:
මෙහි ඇති Telegram Download Button එක ක්ලික් කරන්න.

එවිට අපගේ Telegram Bot මඟින් අදාළ Subtitle ෆයිල් එක සහ ඒ හා සබැඳි Movie හෝ TV Series Episode එක සෘජුවම ඔබට ලබා දෙනු ඇත.

එතැනින් ඉතා පහසුවෙන් ඩවුන්ලෝඩ් කර නැරඹීමේ හැකියාව පවතී.

📌 අලුත්ම Updates ලබාගැනීමට:

චිත්‍රපට සහ ටෙලි කථා මාලාවල අලුත්ම Updates සහ Subtitles ක්ෂණිකව ලබාගැනීමට දැන්ම අපගේ Telegram Channel එකට සහ FB Page එකට Join වෙන්න! 🎬",8.5,2008,3,5,"<meta name=""keywords"" content=""Sons of Anarchy Season 3 Episode 5, Sons of Anarchy Sinhala Subtitles, Sons of Anarchy 3x5 sub, Watch Sons of Anarchy online, SAMCRO, Jax Teller, TV Series Sinhala Sub, Sons of anarchy download, pixelpoplk""> <meta name=""description"" content=""Sons of Anarchy Season 3 Episode 5 Sinhala Subtitles. Download Sons of Anarchy S03E05 Sinhala Sub online from pixelpoplk."">",https://t.me/Pixelpopnew_bot?start=Xdoh5cdJPcQ,17
47,2026-07-17 13:58:47.835069+00,Sons of Anarchy,https://jgechrsxkejzizcrrvjc.supabase.co/storage/v1/object/public/Subtitles%20Zip/Sons%20Of%20anarchy/Season%203/Sons_Of_Anarchy_S03E06_7243.zip?download,https://image.tmdb.org/t/p/original/tOdDvDXyRbKU0GIIlKxcjaN0SDN.jpg,"Action, Crime ,Drama, Tragedy","📥 Subtitles සහ Movies/TV Series පහසුවෙන්ම Download කරගන්නේ කෙසේද?

1. වෙබ් අඩවියෙන් Subtitles ලබාගැනීමට:

පියවර 01: මුලින්ම Dirrect Download Button එක ක්ලික් කරන්න.

පියවර 02: ඉන්පසු තත්පර 5ක් රැඳී සිට, නැවත Back වන්න (Navigate back).

පියවර 03: දැන් Start Download ක්ලික් කරන්න. එවිට Subtitle ෆයිල් එක Zip File එකක් ලෙස ඩවුන්ලෝඩ් වේවි.

භාවිතා කරන ආකාරය: එම Zip ෆයිල් එක Extract (Unzip) කර, ඔබගේ Video Player එකට Add කරගෙන උපසිරැසි සමඟින් රසවිඳින්න.

2. Telegram හරහා Direct ලබාගැනීමට:
මෙහි ඇති Telegram Download Button එක ක්ලික් කරන්න.

එවිට අපගේ Telegram Bot මඟින් අදාළ Subtitle ෆයිල් එක සහ ඒ හා සබැඳි Movie හෝ TV Series Episode එක සෘජුවම ඔබට ලබා දෙනු ඇත.

එතැනින් ඉතා පහසුවෙන් ඩවුන්ලෝඩ් කර නැරඹීමේ හැකියාව පවතී.

📌 අලුත්ම Updates ලබාගැනීමට:

චිත්‍රපට සහ ටෙලි කථා මාලාවල අලුත්ම Updates සහ Subtitles ක්ෂණිකව ලබාගැනීමට දැන්ම අපගේ Telegram Channel එකට සහ FB Page එකට Join වෙන්න! 🎬",8.5,2008,3,6,"<meta name=""keywords"" content=""Sons of Anarchy Season 3 Episode 6, Sons of Anarchy Sinhala Subtitles, Sons of Anarchy 3x6 sub, Watch Sons of Anarchy online, SAMCRO, Jax Teller, TV Series Sinhala Sub, Sons of anarchy download, pixelpoplk""> <meta name=""description"" content=""Sons of Anarchy Season 3 Episode 6 Sinhala Subtitles. Download Sons of Anarchy S03E06 Sinhala Sub online from pixelpoplk."">",https://t.me/Pixelpopnew_bot?start=_We7V_I4Djo,14
48,2026-07-17 13:58:47.835069+00,Sons of Anarchy,https://jgechrsxkejzizcrrvjc.supabase.co/storage/v1/object/public/Subtitles%20Zip/Sons%20Of%20anarchy/Season%203/Sons_Of_Anarchy_S03E07_6877.zip?download,https://image.tmdb.org/t/p/original/tOdDvDXyRbKU0GIIlKxcjaN0SDN.jpg,"Action, Crime ,Drama, Tragedy","📥 Subtitles සහ Movies/TV Series පහසුවෙන්ම Download කරගන්නේ කෙසේද?

1. වෙබ් අඩවියෙන් Subtitles ලබාගැනීමට:

පියවර 01: මුලින්ම Dirrect Download Button එක ක්ලික් කරන්න.

පියවර 02: ඉන්පසු තත්පර 5ක් රැඳී සිට, නැවත Back වන්න (Navigate back).

පියවර 03: දැන් Start Download ක්ලික් කරන්න. එවිට Subtitle ෆයිල් එක Zip File එකක් ලෙස ඩවුන්ලෝඩ් වේවි.

භාවිතා කරන ආකාරය: එම Zip ෆයිල් එක Extract (Unzip) කර, ඔබගේ Video Player එකට Add කරගෙන උපසිරැසි සමඟින් රසවිඳින්න.

2. Telegram හරහා Direct ලබාගැනීමට:
මෙහි ඇති Telegram Download Button එක ක්ලික් කරන්න.

එවිට අපගේ Telegram Bot මඟින් අදාළ Subtitle ෆයිල් එක සහ ඒ හා සබැඳි Movie හෝ TV Series Episode එක සෘජුවම ඔබට ලබා දෙනු ඇත.

එතැනින් ඉතා පහසුවෙන් ඩවුන්ලෝඩ් කර නැරඹීමේ හැකියාව පවතී.

📌 අලුත්ම Updates ලබාගැනීමට:

චිත්‍රපට සහ ටෙලි කථා මාලාවල අලුත්ම Updates සහ Subtitles ක්ෂණිකව ලබාගැනීමට දැන්ම අපගේ Telegram Channel එකට සහ FB Page එකට Join වෙන්න! 🎬",8.5,2008,3,7,"<meta name=""keywords"" content=""Sons of Anarchy Season 3 Episode 7, Sons of Anarchy Sinhala Subtitles, Sons of Anarchy 3x7 sub, Watch Sons of Anarchy online, SAMCRO, Jax Teller, TV Series Sinhala Sub, Sons of anarchy download, pixelpoplk""> <meta name=""description"" content=""Sons of Anarchy Season 3 Episode 7 Sinhala Subtitles. Download Sons of Anarchy S03E07 Sinhala Sub online from pixelpoplk."">",https://t.me/Pixelpopnew_bot?start=db0aM82iT14,15
49,2026-07-17 13:58:47.835069+00,Sons of Anarchy,https://jgechrsxkejzizcrrvjc.supabase.co/storage/v1/object/public/Subtitles%20Zip/Sons%20Of%20anarchy/Season%203/Sons_Of_Anarchy_S03E08_1329.zip?download,https://image.tmdb.org/t/p/original/tOdDvDXyRbKU0GIIlKxcjaN0SDN.jpg,"Action, Crime ,Drama, Tragedy","📥 Subtitles සහ Movies/TV Series පහසුවෙන්ම Download කරගන්නේ කෙසේද?

1. වෙබ් අඩවියෙන් Subtitles ලබාගැනීමට:

පියවර 01: මුලින්ම Dirrect Download Button එක ක්ලික් කරන්න.

පියවර 02: ඉන්පසු තත්පර 5ක් රැඳී සිට, නැවත Back වන්න (Navigate back).

පියවර 03: දැන් Start Download ක්ලික් කරන්න. එවිට Subtitle ෆයිල් එක Zip File එකක් ලෙස ඩවුන්ලෝඩ් වේවි.

භාවිතා කරන ආකාරය: එම Zip ෆයිල් එක Extract (Unzip) කර, ඔබගේ Video Player එකට Add කරගෙන උපසිරැසි සමඟින් රසවිඳින්න.

2. Telegram හරහා Direct ලබාගැනීමට:
මෙහි ඇති Telegram Download Button එක ක්ලික් කරන්න.

එවිට අපගේ Telegram Bot මඟින් අදාළ Subtitle ෆයිල් එක සහ ඒ හා සබැඳි Movie හෝ TV Series Episode එක සෘජුවම ඔබට ලබා දෙනු ඇත.

එතැනින් ඉතා පහසුවෙන් ඩවුන්ලෝඩ් කර නැරඹීමේ හැකියාව පවතී.

📌 අලුත්ම Updates ලබාගැනීමට:

චිත්‍රපට සහ ටෙලි කථා මාලාවල අලුත්ම Updates සහ Subtitles ක්ෂණිකව ලබාගැනීමට දැන්ම අපගේ Telegram Channel එකට සහ FB Page එකට Join වෙන්න! 🎬",8.5,2008,3,8,"<meta name=""keywords"" content=""Sons of Anarchy Season 3 Episode 8, Sons of Anarchy Sinhala Subtitles, Sons of Anarchy 3x8 sub, Watch Sons of Anarchy online, SAMCRO, Jax Teller, TV Series Sinhala Sub, Sons of anarchy download, pixelpoplk""> <meta name=""description"" content=""Sons of Anarchy Season 3 Episode 8 Sinhala Subtitles. Download Sons of Anarchy S03E08 Sinhala Sub online from pixelpoplk."">",https://t.me/Pixelpopnew_bot?start=wvrsZR5C0Wc,15
50,2026-07-17 13:58:47.835069+00,Sons of Anarchy,https://jgechrsxkejzizcrrvjc.supabase.co/storage/v1/object/public/Subtitles%20Zip/Sons%20Of%20anarchy/Season%203/Sons_Of_Anarchy_S03E09_5879.zip?download,https://image.tmdb.org/t/p/original/tOdDvDXyRbKU0GIIlKxcjaN0SDN.jpg,"Action, Crime ,Drama, Tragedy","📥 Subtitles සහ Movies/TV Series පහසුවෙන්ම Download කරගන්නේ කෙසේද?

1. වෙබ් අඩවියෙන් Subtitles ලබාගැනීමට:

පියවර 01: මුලින්ම Dirrect Download Button එක ක්ලික් කරන්න.

පියවර 02: ඉන්පසු තත්පර 5ක් රැඳී සිට, නැවත Back වන්න (Navigate back).

පියවර 03: දැන් Start Download ක්ලික් කරන්න. එවිට Subtitle ෆයිල් එක Zip File එකක් ලෙස ඩවුන්ලෝඩ් වේවි.

භාවිතා කරන ආකාරය: එම Zip ෆයිල් එක Extract (Unzip) කර, ඔබගේ Video Player එකට Add කරගෙන උපසිරැසි සමඟින් රසවිඳින්න.

2. Telegram හරහා Direct ලබාගැනීමට:
මෙහි ඇති Telegram Download Button එක ක්ලික් කරන්න.

එවිට අපගේ Telegram Bot මඟින් අදාළ Subtitle ෆයිල් එක සහ ඒ හා සබැඳි Movie හෝ TV Series Episode එක සෘජුවම ඔබට ලබා දෙනු ඇත.

එතැනින් ඉතා පහසුවෙන් ඩවුන්ලෝඩ් කර නැරඹීමේ හැකියාව පවතී.

📌 අලුත්ම Updates ලබාගැනීමට:

චිත්‍රපට සහ ටෙලි කථා මාලාවල අලුත්ම Updates සහ Subtitles ක්ෂණිකව ලබාගැනීමට දැන්ම අපගේ Telegram Channel එකට සහ FB Page එකට Join වෙන්න! 🎬",8.5,2008,3,9,"<meta name=""keywords"" content=""Sons of Anarchy Season 3 Episode 9, Sons of Anarchy Sinhala Subtitles, Sons of Anarchy 3x9 sub, Watch Sons of Anarchy online, SAMCRO, Jax Teller, TV Series Sinhala Sub, Sons of anarchy download, pixelpoplk""> <meta name=""description"" content=""Sons of Anarchy Season 3 Episode 9 Sinhala Subtitles. Download Sons of Anarchy S03E09 Sinhala Sub online from pixelpoplk."">",https://t.me/Pixelpopnew_bot?start=gZoo5fAVeGs,31
51,2026-07-17 13:58:47.835069+00,Sons of Anarchy,https://jgechrsxkejzizcrrvjc.supabase.co/storage/v1/object/public/Subtitles%20Zip/Sons%20Of%20anarchy/Season%203/Sons_Of_Anarchy_S03E10_3995.zip?download,https://image.tmdb.org/t/p/original/tOdDvDXyRbKU0GIIlKxcjaN0SDN.jpg,"Action, Crime ,Drama, Tragedy","📥 Subtitles සහ Movies/TV Series පහසුවෙන්ම Download කරගන්නේ කෙසේද?

1. වෙබ් අඩවියෙන් Subtitles ලබාගැනීමට:

පියවර 01: මුලින්ම Dirrect Download Button එක ක්ලික් කරන්න.

පියවර 02: ඉන්පසු තත්පර 5ක් රැඳී සිට, නැවත Back වන්න (Navigate back).

පියවර 03: දැන් Start Download ක්ලික් කරන්න. එවිට Subtitle ෆයිල් එක Zip File එකක් ලෙස ඩවුන්ලෝඩ් වේවි.

භාවිතා කරන ආකාරය: එම Zip ෆයිල් එක Extract (Unzip) කර, ඔබගේ Video Player එකට Add කරගෙන උපසිරැසි සමඟින් රසවිඳින්න.

2. Telegram හරහා Direct ලබාගැනීමට:
මෙහි ඇති Telegram Download Button එක ක්ලික් කරන්න.

එවිට අපගේ Telegram Bot මඟින් අදාළ Subtitle ෆයිල් එක සහ ඒ හා සබැඳි Movie හෝ TV Series Episode එක සෘජුවම ඔබට ලබා දෙනු ඇත.

එතැනින් ඉතා පහසුවෙන් ඩවුන්ලෝඩ් කර නැරඹීමේ හැකියාව පවතී.

📌 අලුත්ම Updates ලබාගැනීමට:

චිත්‍රපට සහ ටෙලි කථා මාලාවල අලුත්ම Updates සහ Subtitles ක්ෂණිකව ලබාගැනීමට දැන්ම අපගේ Telegram Channel එකට සහ FB Page එකට Join වෙන්න! 🎬",8.5,2008,3,10,"<meta name=""keywords"" content=""Sons of Anarchy Season 3 Episode 10, Sons of Anarchy Sinhala Subtitles, Sons of Anarchy 3x10 sub, Watch Sons of Anarchy online, SAMCRO, Jax Teller, TV Series Sinhala Sub, Sons of anarchy download, pixelpoplk""> <meta name=""description"" content=""Sons of Anarchy Season 3 Episode 10 Sinhala Subtitles. Download Sons of Anarchy S03E10 Sinhala Sub online from pixelpoplk."">",https://t.me/Pixelpopnew_bot?start=SHnUyOO_Qus,18
52,2026-07-17 13:58:47.835069+00,Sons of Anarchy,https://jgechrsxkejzizcrrvjc.supabase.co/storage/v1/object/public/Subtitles%20Zip/Sons%20Of%20anarchy/Season%203/Sons_Of_Anarchy_S03E11_5255.zip?download,https://image.tmdb.org/t/p/original/tOdDvDXyRbKU0GIIlKxcjaN0SDN.jpg,"Action, Crime ,Drama, Tragedy","📥 Subtitles සහ Movies/TV Series පහසුවෙන්ම Download කරගන්නේ කෙසේද?

1. වෙබ් අඩවියෙන් Subtitles ලබාගැනීමට:

පියවර 01: මුලින්ම Dirrect Download Button එක ක්ලික් කරන්න.

පියවර 02: ඉන්පසු තත්පර 5ක් රැඳී සිට, නැවත Back වන්න (Navigate back).

පියවර 03: දැන් Start Download ක්ලික් කරන්න. එවිට Subtitle ෆයිල් එක Zip File එකක් ලෙස ඩවුන්ලෝඩ් වේවි.

භාවිතා කරන ආකාරය: එම Zip ෆයිල් එක Extract (Unzip) කර, ඔබගේ Video Player එකට Add කරගෙන උපසිරැසි සමඟින් රසවිඳින්න.

2. Telegram හරහා Direct ලබාගැනීමට:
මෙහි ඇති Telegram Download Button එක ක්ලික් කරන්න.

එවිට අපගේ Telegram Bot මඟින් අදාළ Subtitle ෆයිල් එක සහ ඒ හා සබැඳි Movie හෝ TV Series Episode එක සෘජුවම ඔබට ලබා දෙනු ඇත.

එතැනින් ඉතා පහසුවෙන් ඩවුන්ලෝඩ් කර නැරඹීමේ හැකියාව පවතී.

📌 අලුත්ම Updates ලබාගැනීමට:

චිත්‍රපට සහ ටෙලි කථා මාලාවල අලුත්ම Updates සහ Subtitles ක්ෂණිකව ලබාගැනීමට දැන්ම අපගේ Telegram Channel එකට සහ FB Page එකට Join වෙන්න! 🎬",8.5,2008,3,11,"<meta name=""keywords"" content=""Sons of Anarchy Season 3 Episode 11, Sons of Anarchy Sinhala Subtitles, Sons of Anarchy 3x11 sub, Watch Sons of Anarchy online, SAMCRO, Jax Teller, TV Series Sinhala Sub, Sons of anarchy download, pixelpoplk""> <meta name=""description"" content=""Sons of Anarchy Season 3 Episode 11 Sinhala Subtitles. Download Sons of Anarchy S03E11 Sinhala Sub online from pixelpoplk."">",https://t.me/Pixelpopnew_bot?start=TYB9eVLhTkM,14
53,2026-07-17 13:58:47.835069+00,Sons of Anarchy,https://jgechrsxkejzizcrrvjc.supabase.co/storage/v1/object/public/Subtitles%20Zip/Sons%20Of%20anarchy/Season%203/Sons_Of_Anarchy_S03E12_2901.zip?download,https://image.tmdb.org/t/p/original/tOdDvDXyRbKU0GIIlKxcjaN0SDN.jpg,"Action, Crime ,Drama, Tragedy","📥 Subtitles සහ Movies/TV Series පහසුවෙන්ම Download කරගන්නේ කෙසේද?

1. වෙබ් අඩවියෙන් Subtitles ලබාගැනීමට:

පියවර 01: මුලින්ම Dirrect Download Button එක ක්ලික් කරන්න.

පියවර 02: ඉන්පසු තත්පර 5ක් රැඳී සිට, නැවත Back වන්න (Navigate back).

පියවර 03: දැන් Start Download ක්ලික් කරන්න. එවිට Subtitle ෆයිල් එක Zip File එකක් ලෙස ඩවුන්ලෝඩ් වේවි.

භාවිතා කරන ආකාරය: එම Zip ෆයිල් එක Extract (Unzip) කර, ඔබගේ Video Player එකට Add කරගෙන උපසිරැසි සමඟින් රසවිඳින්න.

2. Telegram හරහා Direct ලබාගැනීමට:
මෙහි ඇති Telegram Download Button එක ක්ලික් කරන්න.

එවිට අපගේ Telegram Bot මඟින් අදාළ Subtitle ෆයිල් එක සහ ඒ හා සබැඳි Movie හෝ TV Series Episode එක සෘජුවම ඔබට ලබා දෙනු ඇත.

එතැනින් ඉතා පහසුවෙන් ඩවුන්ලෝඩ් කර නැරඹීමේ හැකියාව පවතී.

📌 අලුත්ම Updates ලබාගැනීමට:

චිත්‍රපට සහ ටෙලි කථා මාලාවල අලුත්ම Updates සහ Subtitles ක්ෂණිකව ලබාගැනීමට දැන්ම අපගේ Telegram Channel එකට සහ FB Page එකට Join වෙන්න! 🎬",8.5,2008,3,12,"<meta name=""keywords"" content=""Sons of Anarchy Season 3 Episode 12, Sons of Anarchy Sinhala Subtitles, Sons of Anarchy 3x12 sub, Watch Sons of Anarchy online, SAMCRO, Jax Teller, TV Series Sinhala Sub, Sons of anarchy download, pixelpoplk""> <meta name=""description"" content=""Sons of Anarchy Season 3 Episode 12 Sinhala Subtitles. Download Sons of Anarchy S03E12 Sinhala Sub online from pixelpoplk."">",https://t.me/Pixelpopnew_bot?start=v1-7amMjLhs,16
